,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
7577,266743,35,34,4979750,66187,1,9,1,2
7578,483091,2,7,4958721,1910,0,8,0,2
7579,747059,17,13,5081006,51654,0,3,1,2
7580,154657,26,34,4953112,13004,1,1,0,2
7581,434235,19,13,5055140,22456,1,3,1,2
7582,375006,4,47,5006691,42545,1,4,0,1
7583,760813,29,10,4966966,36992,0,8,1,2
7584,250132,2,23,5077938,9494,1,3,0,2
7585,799975,14,30,4954177,23334,1,5,1,2
7586,1058963,41,7,5033946,2345,0,3,0,2
7587,900276,20,16,4983350,56255,2,1,1,0
7588,1161329,18,15,4979231,40787,0,3,0,2
7589,374748,42,14,5073283,14980,0,0,1,2
7590,998712,49,16,4959148,8182,2,3,0,2
7591,522896,47,43,4968974,27617,2,7,1,2
7592,54806,39,36,4955596,61749,2,3,0,1
7593,1462202,7,49,5066267,58503,0,2,1,1
7594,493129,28,48,5100463,56828,2,6,0,1
7595,504431,32,20,5010209,78989,1,5,1,1
7596,825429,42,4,5020018,85647,2,4,0,1
7597,1039193,44,23,4961381,43445,0,9,1,2
7598,598359,45,37,4953509,72421,2,1,0,1
7599,1375801,13,39,5072846,5561,2,8,1,2
7600,122528,49,6,4907785,31277,1,8,0,2
7601,509566,18,40,5043475,23496,2,8,1,2
7602,118929,9,12,4922974,68803,2,8,0,1
7603,1436623,48,26,5030491,28747,0,6,1,2
7604,722615,21,17,5082032,26549,0,9,0,2
7605,1181859,37,2,5065716,30958,0,3,1,2
7606,257798,37,39,5063817,57640,2,4,0,1
7607,1369057,15,45,5095149,11574,1,6,1,2
7608,203711,16,26,4970104,14485,0,5,0,2
7609,917066,44,31,4956860,89641,0,2,1,2
7610,1291233,36,28,4976746,25086,1,2,0,2
7611,928720,10,40,5053359,8165,1,0,1,1
7612,83846,30,34,5008445,69437,2,7,0,1
7613,6765,5,32,5003819,41980,0,7,1,2
7614,832698,26,45,4913274,88242,2,4,0,0
7615,68290,36,33,5021235,11776,2,3,1,2
7616,676982,43,47,5007295,41420,0,6,0,2
7617,1162385,35,32,5040719,58584,2,3,1,1
7618,993486,21,39,4983792,42057,1,4,0,2
7619,852613,2,37,5046583,78220,2,2,1,0
7620,276541,16,34,4994757,13784,2,0,0,1
7621,1481535,13,41,4991586,86619,0,5,1,2
7622,103953,40,11,4980097,27067,1,0,0,2
7623,1191924,17,29,4982075,8257,1,1,1,1
7624,222778,11,30,5072678,21539,1,2,0,2
7625,1124933,14,35,4951752,53862,0,1,1,1
7626,709077,2,49,4989540,87793,2,2,0,0
7627,1098179,12,35,5033342,54411,1,1,1,1
7628,140802,17,9,4936144,18930,2,1,0,1
7629,811063,45,11,5029339,9589,0,5,1,2
7630,1515051,0,30,5060458,62231,2,7,0,1
7631,1413459,12,34,4978526,83962,2,0,1,0
7632,634376,4,37,4977579,4831,1,8,0,2
7633,627016,11,1,4994390,74802,1,5,1,1
7634,954679,18,40,5042807,51638,0,5,0,2
7635,5014,19,20,4972116,86040,1,7,1,1
7636,689657,40,27,4920124,614,0,5,0,2
7637,722749,26,29,5001395,5056,1,6,1,2
7638,699406,35,29,5055971,41768,0,0,0,2
7639,657537,27,11,4955698,83155,0,6,1,2
7640,780054,32,47,4904371,70305,2,0,0,0
7641,939381,1,37,5025326,62277,0,2,1,1
7642,1284848,39,28,4943020,908,1,3,0,2
7643,520550,30,43,5028940,38599,0,4,1,2
7644,586375,42,37,4970668,71389,1,3,0,2
7645,171419,16,12,4979729,31835,2,4,1,1
7646,437602,10,16,4971534,34492,0,3,0,2
7647,1136420,24,29,5028020,11957,1,4,1,2
7648,1294090,23,46,5068330,74902,1,7,0,2
7649,1304911,41,11,5027601,87497,1,5,1,1
7650,99982,47,2,5071015,62410,0,0,0,2
7651,472629,28,33,5034907,81536,1,1,1,1
7652,91329,31,16,4977743,63527,2,7,0,1
7653,172311,37,2,5058963,20644,2,8,1,2
7654,1351445,3,12,5014158,77308,1,5,0,1
7655,333251,13,19,5019245,28320,2,4,1,1
7656,1449700,37,3,4986512,69139,2,3,0,1
7657,544494,1,30,4923548,21456,1,4,1,1
7658,536724,12,45,4951514,45974,1,8,0,2
7659,1285669,2,8,4975177,66177,1,7,1,1
7660,937690,48,38,4930614,21572,0,5,0,2
7661,766894,29,7,5010930,73512,1,3,1,1
7662,591109,1,9,5004956,49370,1,4,0,1
7663,168686,2,2,4979169,59633,2,8,1,1
7664,508176,43,46,5130090,65859,2,3,0,1
7665,835191,45,14,5080171,24850,2,7,1,2
7666,1486263,13,8,5024895,51461,0,3,0,2
7667,625347,46,27,5012366,39879,1,9,1,2
7668,1083458,21,29,5011087,71712,2,5,0,1
7669,252490,38,13,5075810,18691,2,0,1,1
7670,1010823,7,45,5008333,82222,0,1,0,2
7671,165950,12,9,5063073,79837,2,9,1,0
7672,1157015,22,33,4993885,80302,2,4,0,0
7673,1234477,14,17,5000523,57469,0,8,1,2
7674,158983,37,41,4971005,75330,2,8,0,1
7675,261057,13,25,4932816,34098,2,8,1,1
7676,116820,4,2,5108111,22112,0,0,0,2
7677,1330176,5,49,4889328,7676,1,0,1,1
7678,614502,26,46,4947357,22703,0,0,0,2
7679,702408,44,2,5056347,63807,2,5,1,1
7680,766681,41,9,4973057,81669,1,7,0,2
7681,799333,3,47,5086456,16446,2,5,1,1
7682,1014489,39,0,5076943,67838,2,0,0,1
7683,548638,3,18,5043117,84382,1,2,1,0
7684,1178528,35,24,4990214,59148,1,3,0,2
7685,595638,24,32,5011729,61768,0,1,1,2
7686,822122,41,23,5015823,11519,1,3,0,2
7687,1163424,41,40,5037830,5284,2,6,1,2
7688,1103033,29,4,4956538,52450,0,9,0,2
7689,554945,26,22,5032364,33686,2,6,1,1
7690,1230637,45,9,4954062,215,1,3,0,2
7691,1283803,30,37,4977884,84124,0,6,1,2
7692,1247954,0,9,5036112,76319,2,0,0,0
7693,209550,43,3,4989264,30232,0,1,1,2
7694,1388958,9,10,5027687,67582,0,5,0,2
7695,748810,47,17,4953720,48086,1,1,1,2
7696,932771,2,3,5046095,50544,2,6,0,1
7697,778563,13,49,4972206,62280,0,3,1,2
7698,476199,25,45,4982248,2072,0,6,0,2
7699,164588,3,49,4938653,21288,0,1,1,1
7700,1087638,8,34,5002293,17342,1,5,0,2
7701,1345278,35,46,4947875,2557,2,6,1,2
7702,256445,39,15,5022341,21540,2,6,0,2
7703,242769,46,34,4996820,59959,2,3,1,1
7704,521457,21,28,4950928,33705,1,4,0,2
7705,1454070,31,22,4994633,4633,1,4,1,2
7706,430891,40,21,5035393,65768,1,8,0,2
7707,647650,23,42,4923651,47675,2,0,1,0
7708,27574,48,39,4980700,7559,1,0,0,2
7709,839502,11,17,4976177,6909,1,0,1,1
7710,207067,19,28,5031263,76848,0,5,0,2
7711,1466670,44,23,4940042,25090,2,0,1,1
7712,264226,0,24,5020551,8223,0,5,0,2
7713,1046646,2,42,5031236,31212,1,9,1,2
7714,1464845,17,26,5022483,53555,2,2,0,1
7715,63643,34,34,5012484,17256,0,3,1,2
7716,1329834,14,49,4948704,85817,2,9,0,1
7717,576177,3,16,5016952,41046,2,2,1,0
7718,57500,46,4,4959908,15031,1,7,0,2
7719,1489481,34,15,4970832,13067,0,2,1,2
7720,667752,1,30,4999378,23016,2,7,0,2
7721,1023250,47,43,4980620,73080,0,7,1,2
7722,111959,11,29,5051506,9385,2,8,0,2
7723,397823,8,11,5019534,61416,1,7,1,1
7724,688843,9,5,5029331,33382,0,5,0,2
7725,740602,39,40,5078783,27283,0,4,1,2
7726,423792,42,43,5008130,22788,0,0,0,2
7727,911317,44,23,4939155,18350,2,4,1,2
7728,881956,40,38,5038346,15126,0,4,0,2
7729,1386964,18,14,4936929,57216,1,6,1,1
7730,1495510,47,38,5007057,67556,2,6,0,1
7731,774054,38,22,5003267,13141,1,9,1,2
7732,107962,29,18,4935958,15301,1,5,0,2
7733,39010,21,28,5034432,80762,2,6,1,0
7734,278569,5,35,5037228,86551,2,6,0,0
7735,1249103,42,1,4925213,7001,0,5,1,2
7736,86226,18,15,5051435,60672,1,3,0,1
7737,86676,28,24,5069122,39812,0,7,1,2
7738,163912,43,2,5036774,20847,2,5,0,2
7739,751815,36,28,4986322,55058,1,5,1,2
7740,167913,48,42,5002504,89218,0,1,0,2
7741,1170566,35,25,4953191,58027,2,8,1,1
7742,774376,5,26,4989977,26112,1,3,0,1
7743,1031314,40,24,4918013,74918,1,5,1,1
7744,347878,41,37,4955128,72616,1,0,0,1
7745,1121272,25,45,5169951,82678,1,1,1,1
7746,443567,11,39,4983218,72453,2,8,0,1
7747,447002,19,22,4971813,29392,0,3,1,2
7748,97083,42,14,5009267,42768,0,4,0,2
7749,1185540,1,11,5017082,77019,1,3,1,0
7750,1434827,4,26,5042925,12712,0,1,0,1
7751,51535,20,49,5053938,66412,0,2,1,2
7752,671914,10,9,5134863,15964,2,6,0,2
7753,1449008,39,2,5071319,81827,0,9,1,2
7754,1334564,38,13,5087153,78928,0,6,0,2
7755,1205764,33,38,5028929,46696,1,2,1,1
7756,800402,6,9,4956601,3934,0,2,0,2
7757,931827,37,5,5075683,20834,0,3,1,2
7758,1081455,3,6,5012015,3800,2,6,0,2
7759,999662,44,9,4965343,77496,0,7,1,2
7760,651318,8,22,4982348,70408,2,0,0,0
7761,708583,46,12,5079652,72840,0,3,1,2
7762,1236513,34,1,4918291,67980,2,1,0,1
7763,1365921,28,44,4941969,36667,0,3,1,2
7764,743645,41,14,5047277,39898,1,2,0,2
7765,435433,4,18,5070324,80481,1,9,1,1
7766,585863,42,27,4974769,69456,2,3,0,1
7767,695262,33,18,5053030,20801,1,4,1,2
7768,279751,31,19,5077329,58267,1,2,0,2
7769,869155,27,12,5007780,41721,0,4,1,2
7770,1033637,11,48,4956369,54043,0,7,0,2
7771,1181197,34,0,4928032,13373,0,0,1,2
7772,438734,45,34,5049171,73726,2,5,0,1
7773,903033,8,25,4989678,62542,0,5,1,2
7774,417684,11,1,5050537,42683,1,7,0,2
7775,682654,40,2,5014182,41584,2,1,1,1
7776,742908,46,7,4886160,83342,0,5,0,2
7777,1303619,26,22,5052280,32635,0,5,1,2
7778,1037596,16,48,4964180,9162,0,1,0,2
7779,388585,8,39,4999893,45463,1,6,1,1
7780,407947,13,12,5006321,52297,0,9,0,2
7781,323948,14,49,4964154,37829,0,0,1,1
7782,118009,29,41,4968264,88821,1,8,0,2
7783,1432236,30,23,4988132,85725,1,0,1,1
7784,801729,20,26,4991192,48857,0,7,0,2
7785,472774,39,14,5000037,6781,2,3,1,2
7786,198235,38,15,4933803,6475,0,1,0,2
7787,542790,43,37,5057083,34731,0,4,1,2
7788,747578,28,49,4987512,80632,0,4,0,2
7789,617892,40,40,4988905,41956,1,6,1,2
7790,402868,21,13,4978265,16214,0,8,0,2
7791,1425758,38,16,5030504,28337,2,6,1,2
7792,639539,12,13,4937865,20284,2,7,0,2
7793,612710,40,17,5149045,19991,0,8,1,2
7794,396143,20,28,4978761,66451,0,6,0,2
7795,609186,46,3,4968722,61910,2,6,1,1
7796,486756,26,5,5084875,34517,2,8,0,2
7797,1192676,30,13,5005777,36338,0,2,1,2
7798,856130,5,12,5023039,76011,2,3,0,0
7799,431969,15,42,5079689,33855,2,5,1,1
7800,1311949,9,23,4944429,35,2,7,0,2
7801,916841,13,24,4954403,30933,0,7,1,2
7802,740260,8,4,4935244,37525,1,0,0,1
7803,452965,5,39,5122125,85429,0,6,1,2
7804,466202,37,40,4999162,28671,1,1,0,2
7805,1285150,42,46,4980871,1894,2,8,1,2
7806,189622,12,5,5028010,83327,1,5,0,1
7807,751419,12,9,4966149,2924,1,7,1,2
7808,453797,18,10,5019405,37373,2,2,0,1
7809,1224622,5,28,4993108,62354,2,6,1,0
7810,118602,42,5,4998913,50514,2,6,0,2
7811,927356,12,33,4920227,16313,2,4,1,1
7812,866923,8,42,4997279,42807,1,2,0,1
7813,1060705,5,37,5008608,62490,0,2,1,1
7814,283252,15,18,4969911,76570,1,9,0,2
7815,65283,5,36,4919741,65162,1,8,1,1
7816,826589,16,26,4978258,66332,1,2,0,1
7817,352667,43,46,4980072,34143,2,8,1,2
7818,545530,1,0,5024263,42188,0,3,0,2
7819,564780,34,43,5048748,53987,1,8,1,2
7820,124595,35,19,4954298,16902,1,8,0,2
7821,311940,49,40,5017099,61912,2,0,1,1
7822,1182971,30,21,5032808,72164,0,1,0,2
7823,15702,49,41,5073051,15077,1,6,1,2
7824,891175,44,0,4971798,32233,0,8,0,2
7825,837020,13,43,4951167,77888,0,6,1,2
7826,459216,47,26,5024017,6866,0,9,0,2
7827,606325,49,28,4917193,31003,0,7,1,2
7828,383343,15,14,4985487,16650,1,2,0,2
7829,302300,21,28,5051543,84004,0,0,1,2
7830,377577,42,15,5040901,10369,2,3,0,2
7831,636668,8,38,5082980,30221,1,7,1,2
7832,84268,20,11,4975543,48164,0,4,0,2
7833,1445453,30,37,4911988,61348,1,4,1,1
7834,59209,49,7,4919893,86046,2,2,0,1
7835,1505340,39,27,5125160,70837,1,6,1,1
7836,586285,26,27,4952081,43992,2,6,0,2
7837,161346,25,0,5044821,27414,0,9,1,2
7838,1251507,35,11,4978331,59496,0,0,0,2
7839,1134263,14,9,4940854,70189,2,6,1,0
7840,526048,3,47,5049937,83658,2,2,0,0
7841,942693,12,30,4978003,27785,0,6,1,2
7842,1186158,33,14,4931013,25397,0,4,0,2
7843,333185,24,7,4974439,43368,0,5,1,2
7844,748375,21,3,4952088,81384,2,9,0,1
7845,841248,0,12,5097182,65400,0,0,1,1
7846,526577,10,25,4971508,89912,0,5,0,2
7847,1245857,36,45,4959793,41069,1,8,1,2
7848,1368052,35,30,5011421,22526,1,1,0,2
7849,582828,24,21,4987103,8400,2,1,1,1
7850,980780,42,32,4990048,14541,0,8,0,2
7851,730573,12,46,5002524,71934,1,2,1,1
7852,582382,9,5,5103145,68023,0,3,0,2
7853,53638,17,13,5017740,216,2,5,1,2
7854,338441,34,44,4982143,50880,2,4,0,1
7855,263915,21,23,5016342,79335,0,1,1,2
7856,1408537,42,16,4937060,49276,0,2,0,2
7857,883185,43,15,5011101,52318,1,3,1,2
7858,516128,48,49,4966881,70137,0,5,0,2
7859,554860,5,24,5002768,87316,1,2,1,0
7860,112296,20,28,4928706,30646,1,3,0,2
7861,96786,8,8,4931932,46936,0,6,1,2
7862,156975,33,31,4968523,56496,0,5,0,2
7863,11330,17,7,4976867,14919,0,9,1,2
7864,55626,15,29,5003711,68838,2,4,0,1
7865,442646,15,34,4836461,46150,0,3,1,2
7866,69906,28,35,5057056,74819,1,7,0,2
7867,657375,38,0,4990581,58247,2,3,1,1
7868,257227,23,41,5052579,180,0,7,0,2
7869,871009,42,30,4924065,73857,2,7,1,1
7870,488689,2,14,5019365,21778,1,3,0,2
7871,130100,22,25,5007186,30536,1,1,1,1
7872,725201,19,7,4996004,24959,2,8,0,2
7873,817463,20,8,4943437,42526,1,1,1,1
7874,1437717,45,24,4994515,37947,2,0,0,1
7875,889435,49,17,4953818,38726,0,2,1,2
7876,463213,17,20,4972096,28717,2,8,0,2
7877,1044403,22,7,5062739,87073,0,6,1,2
7878,266800,1,26,4966884,88292,1,9,0,1
7879,1087680,35,24,5008589,15382,1,2,1,2
7880,268153,24,18,5029183,76711,0,7,0,2
7881,1026594,2,15,4961783,29309,1,4,1,1
7882,429023,37,42,5056369,36009,0,3,0,2
7883,170443,5,39,5036041,27825,0,5,1,2
7884,1428290,2,24,4933109,5065,0,1,0,1
7885,3155,23,46,5054018,65676,2,7,1,1
7886,999827,37,15,5026939,68921,1,9,0,2
7887,264437,40,26,4950628,56064,0,3,1,2
7888,1383746,32,49,5052739,63063,1,7,0,2
7889,71900,18,25,4967058,65037,2,2,1,0
7890,74158,23,45,4945589,81433,2,4,0,1
7891,964521,14,33,5100754,117,2,8,1,2
7892,290091,21,29,5018342,49143,2,5,0,1
7893,57736,28,43,4919704,61738,0,4,1,2
7894,261822,4,44,4906577,54157,2,8,0,1
7895,533153,4,43,5033377,8948,1,9,1,2
7896,53492,33,26,4924050,75264,2,0,0,0
7897,274998,49,7,5109060,21720,1,8,1,2
7898,479537,31,36,5064457,18141,2,5,0,2
7899,1242279,11,11,4991798,83050,0,1,1,1
7900,1412095,13,0,4922785,74421,0,7,0,2
7901,762744,47,18,5009238,73283,0,4,1,2
7902,837119,31,42,5063813,31844,0,3,0,2
7903,919655,46,38,4988147,3870,1,3,1,2
7904,526467,11,38,5033757,32301,0,8,0,2
7905,1495600,6,4,5037159,82784,1,8,1,1
7906,241039,26,11,5003812,38253,1,1,0,2
7907,1291067,33,30,4968863,80650,1,4,1,1
7908,564747,28,31,5037927,30824,0,2,0,2
7909,296241,18,1,5000215,13923,0,8,1,2
7910,618652,19,20,4929441,17063,0,6,0,2
7911,531882,37,29,5088512,54831,1,4,1,2
7912,13200,26,26,4988497,71738,1,6,0,2
7913,1023495,33,6,4996838,1477,0,0,1,2
7914,351677,47,4,4894603,56164,2,2,0,1
7915,405804,43,15,5084170,57237,2,4,1,1
7916,521803,30,45,5001143,45472,2,0,0,1
7917,412072,23,15,4906541,28883,2,4,1,1
7918,108782,27,5,4936932,40855,2,9,0,2
7919,856687,27,11,5025632,48432,2,3,1,1
7920,521500,28,43,4948242,40302,0,0,0,2
7921,641329,41,13,5000310,46625,0,6,1,2
7922,457262,26,20,4975329,61330,1,6,0,2
7923,812439,29,12,4888009,32001,2,0,1,1
7924,1245570,21,18,5036379,71587,1,7,0,2
7925,1374450,16,8,4928338,62946,0,7,1,2
7926,699442,38,27,5011146,24812,1,3,0,2
7927,53982,45,43,4931894,47512,0,3,1,2
7928,65622,15,43,4970464,85807,0,7,0,2
7929,447811,15,19,5004698,78511,1,3,1,1
7930,59334,24,39,4981292,42179,1,9,0,2
7931,1223178,35,21,4972999,4223,1,2,1,2
7932,1209467,19,43,5122348,26091,1,8,0,2
7933,905398,7,20,4954729,36783,1,5,1,1
7934,1457018,43,10,5042957,27212,0,4,0,2
7935,243692,19,30,5006069,11521,1,2,1,2
7936,1498904,2,29,5052550,56008,2,1,0,0
7937,663993,43,37,4940983,16873,1,7,1,2
7938,55820,37,15,5057508,60803,0,5,0,2
7939,893898,40,1,4954580,62597,0,3,1,2
7940,35513,40,19,5021687,61206,0,4,0,2
7941,330486,17,6,5088851,51823,1,9,1,2
7942,508532,23,19,4935811,83504,0,4,0,2
7943,372977,49,21,5071653,69519,1,5,1,2
7944,1453151,38,14,4974227,35697,2,6,0,2
7945,52777,40,27,4940551,24630,2,7,1,2
7946,325349,8,42,5049567,4745,2,8,0,2
7947,1205497,25,28,4936807,77164,1,1,1,1
7948,1243632,0,14,4981311,4717,0,0,0,1
7949,498269,17,6,4935787,38027,0,9,1,2
7950,1182635,39,31,5010863,60682,1,6,0,2
7951,40200,20,26,5079624,14289,1,1,1,1
7952,560208,6,3,5035189,57680,2,2,0,0
7953,596127,22,22,4966572,71785,1,3,1,1
7954,1505268,33,42,5028051,961,0,1,0,2
7955,1246801,10,4,5002096,78129,1,6,1,1
7956,15443,43,32,5068790,35086,0,1,0,2
7957,615407,15,38,4989825,54303,0,0,1,1
7958,1240381,2,8,5026465,69157,2,8,0,1
7959,227958,35,32,5028247,57253,1,7,1,2
7960,1437720,28,30,5004305,84912,2,3,0,0
7961,291773,9,1,4979112,85827,2,5,1,0
7962,579991,25,11,5066925,17554,0,4,0,2
7963,1258574,2,1,5101016,79300,2,3,1,0
7964,528203,48,35,5043949,30786,2,2,0,2
7965,537398,45,12,4962612,28501,2,8,1,2
7966,888146,2,9,5009217,57280,0,2,0,2
7967,833785,33,46,4945888,971,1,8,1,2
7968,786802,35,35,4931517,38000,0,2,0,2
7969,1133127,9,8,4977081,34976,2,1,1,0
7970,286573,42,43,5041102,71652,2,4,0,1
7971,1304408,5,25,4982698,69092,2,8,1,0
7972,232080,40,49,4939533,24701,0,3,0,2
7973,1461142,16,45,5076340,76851,2,6,1,0
7974,404655,40,30,4900554,14212,2,9,0,2
7975,1366851,26,12,4979397,14215,1,4,1,2
7976,1434591,47,40,4956797,18465,1,3,0,2
7977,694797,33,42,5059439,77445,0,9,1,2
7978,100551,21,23,5008718,40752,1,7,0,2
7979,311946,46,46,5056212,21910,1,9,1,2
7980,940150,19,24,4950364,78290,2,4,0,0
7981,333217,6,37,5074806,13493,1,8,1,2
7982,621718,29,35,5023361,8108,1,2,0,2
7983,779341,42,24,4990256,22054,1,5,1,2
7984,166160,23,28,4977762,61504,2,4,0,1
7985,1454467,13,18,4986285,51849,2,1,1,0
7986,665584,1,21,4902630,3982,0,1,0,1
7987,1381247,43,0,4932556,8129,1,0,1,2
7988,1396520,37,41,4982715,56496,2,5,0,1
7989,614441,41,37,4967981,56499,2,3,1,1
7990,1067034,38,39,4892721,421,1,6,0,2
7991,764575,46,44,5026453,70432,1,5,1,2
7992,1111489,5,46,5107128,32264,2,6,0,1
7993,483163,39,18,4995658,38727,2,8,1,2
7994,1040217,25,21,5003710,66335,2,1,0,0
7995,178457,29,30,4890879,68443,1,2,1,1
7996,434373,19,11,5089168,85603,0,0,0,2
7997,1063620,13,49,5031128,428,0,6,1,2
7998,1293502,46,41,5014015,20043,0,8,0,2
7999,515938,37,16,5017344,78473,1,8,1,2
8000,469063,27,22,4975611,82461,2,2,0,0
8001,321237,46,0,4982372,9890,1,5,1,2
8002,440386,4,10,5057971,10855,2,5,0,2
8003,93288,29,44,5029375,77883,1,5,1,1
8004,333910,48,7,4917034,73218,1,1,0,2
8005,219133,44,42,5021309,469,1,3,1,2
8006,482224,34,28,5054632,12231,2,8,0,2
8007,1376491,34,22,4973378,13121,2,7,1,2
8008,1211405,10,8,4942713,87722,0,0,0,1
8009,1290446,14,30,4995331,72780,0,8,1,2
8010,1029089,35,9,4978587,63971,1,0,0,1
8011,69990,9,27,4949510,18233,1,4,1,2
8012,318669,35,12,4952686,82313,0,5,0,2
8013,1277520,2,30,4949935,2059,1,8,1,2
8014,225767,39,40,4974887,88456,1,2,0,1
8015,288468,30,30,4987757,49618,0,5,1,2
8016,342543,16,29,5095931,82182,0,4,0,2
8017,1453292,45,25,4928363,82117,2,1,1,0
8018,98343,0,3,5022472,52830,1,0,0,1
8019,827039,11,17,5045073,42966,1,0,1,1
8020,530867,0,48,4952614,19712,2,8,0,2
8021,871335,6,40,5029438,82366,1,4,1,1
8022,1175449,28,8,5034278,89409,1,9,0,2
8023,1230423,41,48,5035753,39766,2,6,1,1
8024,122130,23,2,5039921,28002,1,9,0,2
8025,190400,13,17,5070442,1470,0,3,1,2
8026,28724,29,37,5036248,8359,0,9,0,2
8027,1114088,47,34,4979607,69526,0,7,1,2
8028,1058366,26,14,5075671,25867,1,7,0,2
8029,1420869,36,39,4871206,82379,2,4,1,0
8030,7407,20,15,4966029,21814,0,4,0,2
8031,1118672,5,24,5037297,11144,2,8,1,2
8032,489859,33,32,5088865,76912,0,1,0,2
8033,1511183,21,48,5050393,15484,1,2,1,1
8034,1069143,9,8,5053726,42413,2,5,0,1
8035,1360763,11,10,5005434,28964,1,2,1,1
8036,22870,16,22,4962741,20212,1,3,0,2
8037,1091267,45,37,5077695,54645,1,1,1,1
8038,769683,5,47,4991292,79402,2,9,0,1
8039,1268290,19,33,5015216,10965,1,9,1,2
8040,957416,35,8,4946645,50776,2,3,0,1
8041,1126703,14,2,5018688,23574,0,6,1,2
8042,635027,6,1,4969086,41112,0,3,0,2
8043,530590,27,48,5041293,47436,1,9,1,2
8044,476828,6,17,4958495,17951,0,8,0,2
8045,668221,17,22,5010483,64758,0,5,1,2
8046,645690,34,41,4908251,51813,2,8,0,2
8047,745050,47,17,5057617,61228,1,1,1,1
8048,617287,9,29,4966038,12725,0,8,0,2
8049,1153541,31,11,5014118,4028,0,1,1,2
8050,5977,42,9,5013226,76150,1,6,0,2
8051,1228597,2,27,5020612,28034,2,4,1,1
8052,653825,3,5,5052938,18142,1,8,0,2
8053,1289373,43,24,5007480,44095,0,2,1,2
8054,376889,29,5,4971945,8933,2,5,0,2
8055,488070,25,12,5009447,42856,1,6,1,2
8056,756729,33,3,5061313,46933,2,6,0,2
8057,1122291,49,8,5064700,322,2,4,1,2
8058,353017,47,37,5018890,74877,1,8,0,2
8059,1095486,17,2,5027967,28951,1,4,1,1
8060,977738,29,0,5026442,20191,1,8,0,2
8061,1393727,33,35,5068474,11118,0,4,1,2
8062,1404419,45,14,4981237,4533,1,8,0,2
8063,613761,4,34,5004396,53815,2,6,1,1
8064,163396,46,26,5062856,70121,0,9,0,2
8065,951308,6,36,4997689,87113,2,1,1,0
8066,843081,31,7,5073739,79412,2,6,0,1
8067,888347,48,31,5017891,47339,1,7,1,2
8068,924538,31,4,4977573,50702,2,2,0,1
8069,1077652,23,0,5003671,7553,2,1,1,1
8070,1264899,49,29,5035582,68394,0,9,0,2
8071,966045,25,21,5037400,13653,2,7,1,2
8072,1110982,3,32,5025688,4023,1,4,0,2
8073,384482,20,13,4994724,20819,2,4,1,1
8074,1213343,9,40,4957532,47395,2,9,0,1
8075,1375691,12,46,5019738,47825,2,0,1,0
8076,1444650,27,2,4958546,33962,2,7,0,2
8077,893396,37,2,4995136,31371,1,7,1,2
8078,922452,21,8,4967729,18467,2,8,0,2
8079,501209,13,42,5075629,28378,0,5,1,2
8080,1071794,8,22,4943465,77478,0,6,0,2
8081,168764,40,41,5021023,8785,1,9,1,2
8082,1187140,13,17,5038318,60527,1,3,0,1
8083,363096,48,14,5011408,29460,1,9,1,2
8084,1463136,2,4,5080506,37666,0,3,0,2
8085,1028891,2,30,4946514,4381,0,5,1,1
8086,1507403,19,26,5068704,88114,1,9,0,2
8087,1302041,27,43,4892867,80261,0,5,1,2
8088,535941,16,49,5019134,54195,2,0,0,1
8089,1326983,28,22,5002555,54116,1,2,1,1
8090,796382,24,14,5022138,3721,0,3,0,2
8091,1395968,49,42,4992171,72624,2,7,1,1
8092,326239,34,18,4995558,72952,0,5,0,2
8093,648645,5,7,5028859,84962,1,9,1,1
8094,1148728,41,42,5049477,65410,1,1,0,1
8095,59961,24,48,5035050,30114,2,2,1,1
8096,1164057,42,49,4961706,76387,1,3,0,2
8097,1387644,5,27,4981142,48441,2,8,1,1
8098,1082443,47,47,4967780,83899,1,2,0,1
8099,1506999,8,12,5067469,68269,0,3,1,1
8100,1166295,7,5,4937592,36209,2,8,0,1
8101,1507671,26,5,5067838,65970,1,9,1,2
8102,401397,46,10,5046301,42309,2,7,0,2
8103,1041772,49,36,4944149,35952,0,8,1,2
8104,755395,16,0,5025025,12182,2,2,0,2
8105,424639,1,29,5003472,61470,1,0,1,0
8106,1099122,20,40,5080726,6726,0,6,0,2
8107,919654,26,21,4997330,26644,2,7,1,2
8108,468443,22,42,4947546,13682,2,4,0,2
8109,1215485,18,28,5053507,22478,2,2,1,1
8110,1469003,34,42,5006779,75604,0,0,0,2
8111,1367616,38,26,4973128,57815,2,1,1,0
8112,491772,49,47,5037138,39363,0,4,0,2
8113,450632,11,2,5048260,23708,2,6,1,1
8114,1126322,27,0,4922763,76771,1,3,0,1
8115,925350,43,20,4887399,67389,2,1,1,0
8116,912109,37,37,4959472,27859,0,2,0,2
8117,1287104,17,10,4993578,54770,0,3,1,2
8118,79438,6,11,5108334,77095,2,9,0,1
8119,318254,28,20,4980171,83135,0,0,1,2
8120,1268591,2,38,4858578,69292,0,6,0,2
8121,1372788,32,31,4934636,55195,0,1,1,2
8122,723081,8,10,4949714,2019,0,1,0,2
8123,1042244,20,24,5024725,22978,2,4,1,1
8124,1020463,42,45,4934945,16129,0,4,0,2
8125,500138,46,16,5023028,86356,1,4,1,1
8126,511515,36,11,4988266,7237,1,9,0,2
