,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
8772,672671,9,45,4970206,76880,1,7,0,1
8773,1280338,45,8,4980051,34059,2,2,1,1
8774,154423,29,38,4885551,86496,2,8,0,1
8775,1474795,7,11,5052380,83333,2,7,1,0
8776,855925,7,34,4909650,24874,2,9,0,2
8777,684276,21,8,4920140,54839,2,2,1,0
8778,391174,32,33,5100584,84545,2,7,0,1
8779,678930,8,42,5017088,23612,2,1,1,1
8780,1023477,36,33,5043116,53059,1,8,0,2
8781,281940,42,46,4914120,70647,0,0,1,2
8782,403175,37,41,4942341,47837,2,0,0,1
8783,634647,17,41,5023260,2814,0,7,1,2
8784,1288178,29,31,4945357,47413,1,3,0,2
8785,1037367,23,28,4958898,39874,2,9,1,1
8786,105270,18,26,4957947,68486,0,8,0,2
8787,802195,15,34,4935619,85463,2,9,1,0
8788,747828,7,14,4997894,49645,1,2,0,1
8789,1007764,19,9,4991490,58677,0,8,1,2
8790,602693,1,33,4965205,76434,0,6,0,2
8791,1281141,23,18,4997983,31825,2,8,1,1
8792,794357,28,17,5016138,45097,1,8,0,2
8793,531665,25,4,4989675,43686,2,0,1,1
8794,712809,30,34,5091211,71602,0,8,0,2
8795,577145,11,48,4970402,62573,0,8,1,2
8796,1243574,10,45,4993655,35158,2,7,0,1
8797,31605,42,38,5079984,24491,1,2,1,2
8798,687436,39,37,4922260,55261,1,3,0,2
8799,765507,36,3,5003902,30966,0,2,1,2
8800,616528,15,29,4974381,71271,1,4,0,1
8801,470895,22,35,5032808,8439,2,9,1,2
8802,433242,22,37,4972795,62697,1,2,0,1
8803,113038,34,32,4936241,87395,2,1,1,0
8804,472744,29,16,5176894,79475,2,7,0,1
8805,1302501,37,0,5014638,70391,2,2,1,0
8806,309674,23,42,4976725,22385,0,9,0,2
8807,664659,42,2,5110530,14902,1,4,1,2
8808,1320150,12,30,5053617,21284,2,0,0,1
8809,393377,6,12,4993701,26803,2,8,1,1
8810,122361,14,39,5037575,24263,0,1,0,2
8811,1094991,14,6,4986715,38743,1,2,1,1
8812,834088,27,31,4949134,57907,2,7,0,1
8813,613852,23,20,4888013,17799,1,4,1,2
8814,1454486,21,28,5014631,7036,2,5,0,2
8815,745419,46,5,5032414,69504,0,5,1,2
8816,75420,29,46,4947321,44182,2,6,0,2
8817,357007,16,2,4954578,53881,1,6,1,1
8818,400916,10,34,4999011,16908,2,4,0,2
8819,1336750,42,43,5105219,83094,0,9,1,2
8820,599881,39,36,4917605,6069,2,1,0,2
8821,1048615,19,45,5090007,8135,1,6,1,2
8822,922766,12,13,4995596,49192,2,4,0,1
8823,676269,40,33,5007686,74566,1,8,1,2
8824,875381,14,11,4990474,31420,1,4,0,2
8825,1106574,13,39,4963233,30030,0,9,1,2
8826,334183,10,7,5016832,87722,2,4,0,0
8827,1321810,13,22,4983377,2525,1,7,1,2
8828,351048,19,48,5013069,41879,0,4,0,2
8829,973123,8,1,5039633,14945,0,7,1,2
8830,523363,45,31,5002943,15492,1,0,0,2
8831,1411412,15,48,5005504,11599,1,5,1,2
8832,423131,12,38,5004486,78493,0,7,0,2
8833,1281245,35,27,5098016,15912,0,6,1,2
8834,1428009,35,28,4981053,8183,1,3,0,2
8835,1301641,5,26,4953813,14593,0,1,1,1
8836,1224304,43,25,4926690,80733,1,7,0,2
8837,1025826,25,37,5003572,5316,2,2,1,2
8838,786159,18,14,5010156,24326,1,4,0,2
8839,137505,39,15,5013179,14189,2,0,1,2
8840,1167120,22,0,5087743,52860,1,4,0,2
8841,869845,33,7,4964829,64726,1,9,1,2
8842,967438,19,30,5012227,75940,2,9,0,1
8843,628754,39,33,5004659,54423,0,5,1,2
8844,358698,48,1,4961056,53429,1,0,0,2
8845,1052246,22,49,4936146,8798,2,2,1,1
8846,1336302,4,44,4988268,15221,2,3,0,1
8847,151391,11,14,4942665,63905,2,2,1,0
8848,75676,34,48,4994380,52912,1,3,0,2
8849,85005,41,19,4983158,62330,2,8,1,1
8850,170699,4,32,4886181,78103,1,0,0,1
8851,512579,29,11,5067340,57203,2,5,1,1
8852,309626,45,35,5026046,76629,2,6,0,1
8853,882976,5,45,4950533,89853,2,0,1,0
8854,1012754,16,42,5046727,15009,0,2,0,2
8855,269230,26,5,4992299,50610,0,6,1,2
8856,1302314,20,35,4971590,49821,1,5,0,2
8857,363800,18,20,4993898,72038,0,1,1,2
8858,33978,25,41,4951486,73256,1,9,0,2
8859,610352,22,27,4995124,75073,1,0,1,1
8860,791084,46,10,5053494,77316,1,7,0,2
8861,1241065,37,34,4943886,44186,0,8,1,2
8862,655100,6,32,4988061,50735,1,5,0,1
8863,412974,2,24,5036412,41993,1,7,1,1
8864,344708,30,17,5017723,63859,2,7,0,1
8865,710182,33,26,4979036,61854,2,2,1,1
8866,986765,24,14,5043357,61625,2,6,0,1
8867,1354779,25,8,4976263,63713,2,3,1,0
8868,305887,44,13,5048118,9011,0,6,0,2
8869,1045478,34,31,4990969,51502,0,7,1,2
8870,617182,27,8,5028958,77720,1,6,0,2
8871,220004,28,25,4961546,60253,2,0,1,0
8872,785030,0,15,5005880,75151,1,3,0,1
8873,164852,14,23,5047370,43582,1,0,1,1
8874,1185818,26,32,5019712,43045,2,7,0,2
8875,502713,27,20,4960929,83390,2,0,1,0
8876,937748,44,49,5024959,68054,1,5,0,2
8877,155541,48,49,4897975,25604,0,4,1,2
8878,1488098,39,42,5077628,14837,1,8,0,2
8879,118025,26,20,5038831,59818,1,6,1,2
8880,535112,35,20,5013093,13249,1,8,0,2
8881,1096791,21,32,5062129,46905,0,3,1,2
8882,1104021,2,43,5039912,20652,2,6,0,1
8883,440046,24,9,4963774,17859,2,3,1,1
8884,508561,18,36,4938478,39053,0,5,0,2
8885,959922,35,5,5023163,45480,1,4,1,2
8886,39938,15,41,5021287,56899,0,8,0,2
8887,1111842,38,20,4859867,34371,1,3,1,2
8888,1263491,15,20,5024211,87931,0,6,0,2
8889,1001883,43,28,5079821,39891,1,3,1,2
8890,120406,11,30,4968961,55248,0,0,0,2
8891,749680,17,28,5095219,68298,1,5,1,1
8892,851755,24,36,5055499,10540,1,7,0,2
8893,503900,15,17,5027603,45613,0,5,1,2
8894,1243214,33,22,5010892,38930,0,2,0,2
8895,26045,48,18,4840264,24815,2,1,1,2
8896,901544,46,21,4976548,11547,2,3,0,2
8897,369855,41,13,5015281,63256,0,1,1,2
8898,556153,34,47,5026756,63151,2,0,0,1
8899,189825,20,13,4999384,67933,2,6,1,1
8900,362031,41,42,5096669,31872,2,3,0,2
8901,620966,48,38,5000445,59577,1,5,1,2
8902,767114,49,11,4985214,64940,2,7,0,2
8903,392232,30,22,5013397,22459,1,3,1,2
8904,61979,6,28,5028149,69855,1,5,0,1
8905,453274,47,0,4995210,86260,2,6,1,1
8906,435623,9,42,5099291,58545,1,1,0,1
8907,98215,8,26,5010998,5147,0,5,1,2
8908,778731,45,23,5041545,30120,0,4,0,2
8909,120535,33,13,4953691,63528,1,2,1,1
8910,398409,27,11,4945034,25027,1,2,0,2
8911,106420,31,1,5013196,14988,2,7,1,2
8912,1372965,43,5,4980877,6264,1,4,0,2
8913,577995,46,33,4973719,44992,1,6,1,2
8914,1132762,26,17,4946341,29526,2,1,0,1
8915,412511,44,31,4982507,40985,0,7,1,2
8916,188345,29,21,5004358,1784,1,9,0,2
8917,1171717,25,16,5021187,82098,0,7,1,2
8918,560667,12,40,4930675,31106,1,6,0,2
8919,562733,35,24,4971897,29176,1,0,1,1
8920,627018,8,10,4973338,56493,1,8,0,2
8921,102042,6,24,4951843,74922,0,6,1,2
8922,557246,15,36,5009122,2531,1,6,0,2
8923,629327,31,6,4954074,66393,2,4,1,1
8924,588337,25,1,5020915,22632,1,7,0,2
8925,842822,10,21,5041284,46014,1,1,1,1
8926,350768,34,22,4996275,46486,0,8,0,2
8927,1420348,17,24,5015716,10317,2,3,1,1
8928,955464,9,9,4960131,40132,0,1,0,2
8929,336609,40,36,5018475,53491,2,5,1,1
8930,1035213,27,28,4944362,24030,1,3,0,2
8931,601454,0,29,5101388,64688,0,3,1,1
8932,184624,36,11,5008800,11815,0,4,0,2
8933,492623,42,6,4949731,25757,1,8,1,2
8934,1429460,45,33,5013993,71848,1,6,0,2
8935,388979,13,38,5023642,83710,1,3,1,1
8936,143423,10,37,4954658,74575,2,9,0,1
8937,237138,33,27,5035648,63164,1,9,1,2
8938,857991,9,0,4954411,69187,1,3,0,1
8939,1174269,35,33,5061783,75607,0,6,1,2
8940,898468,36,47,4988833,12047,0,6,0,2
8941,629916,23,19,4976600,18861,1,1,1,1
8942,878512,24,31,4994364,49778,0,9,0,2
8943,639879,9,34,5080579,43360,0,5,1,2
8944,633832,37,4,5066352,27444,2,7,0,2
8945,1247766,45,8,4939076,78788,0,9,1,2
8946,658683,12,4,5091665,35885,1,0,0,1
8947,108465,0,43,4900133,60652,2,1,1,0
8948,965398,0,9,4986436,14456,1,7,0,2
8949,754698,32,39,5015362,24951,0,5,1,2
8950,646496,37,5,4987148,11705,0,2,0,2
8951,1067803,19,14,4990690,24423,0,4,1,2
8952,882513,29,29,5012164,77743,1,4,0,1
8953,139971,49,2,4985186,18239,0,4,1,2
8954,828687,40,28,5036073,29546,1,3,0,2
8955,195092,14,26,5012236,15884,0,3,1,2
8956,595518,40,39,5022734,46778,2,4,0,2
8957,637995,43,34,5002847,81036,2,1,1,0
8958,1121046,4,41,4951086,4711,0,1,0,1
8959,613830,33,6,5003000,4156,0,8,1,2
8960,1429163,25,35,5053216,21358,1,8,0,2
8961,813865,33,19,5017342,67163,0,9,1,2
8962,1131202,17,0,4931987,66339,1,5,0,1
8963,288833,27,2,4988438,46451,0,3,1,2
8964,274426,40,12,5035968,65334,1,5,0,2
8965,1481481,36,36,4961722,53920,0,0,1,2
8966,539192,1,12,5019953,6107,1,3,0,2
8967,227749,2,34,4991644,42822,2,6,1,1
8968,1264931,16,15,5013806,82777,1,7,0,1
8969,894261,20,14,5060262,59365,2,4,1,0
8970,1073865,37,45,4951709,81936,2,9,0,1
8971,1002780,49,7,4977851,85174,2,4,1,0
8972,477365,49,38,4976570,51318,0,7,0,2
8973,36279,33,37,4952784,21985,2,9,1,2
8974,746805,6,41,5025118,72073,1,1,0,1
8975,419891,23,2,4989308,66786,0,0,1,2
8976,832554,34,40,5071483,19216,0,4,0,2
8977,465617,22,40,5078020,25863,0,9,1,2
8978,446553,18,7,5003834,68500,2,5,0,1
8979,135994,22,7,5031242,75313,2,9,1,1
8980,800516,49,25,5064009,10491,2,1,0,2
8981,749886,38,26,4999700,72861,2,7,1,1
8982,71911,9,1,4943379,5988,2,4,0,2
8983,34517,28,44,5082525,34676,2,8,1,2
8984,544127,10,40,4894603,47999,2,0,0,1
8985,1242766,44,14,5028380,62737,1,0,1,1
8986,1490133,46,22,4980045,51702,0,2,0,2
8987,980139,7,38,5116681,49071,1,5,1,1
8988,286390,9,46,4947074,71775,0,9,0,2
8989,916623,16,6,5014440,68613,0,1,1,1
8990,20933,20,1,4979822,26969,1,8,0,2
8991,137212,2,35,4924668,66335,1,9,1,1
8992,454197,35,30,4907372,7299,1,1,0,2
8993,1124707,34,36,5049371,14731,1,4,1,2
8994,1409474,31,43,4920039,16439,0,6,0,2
8995,874341,42,19,5118417,82683,2,5,1,0
8996,469597,24,25,4940488,58805,0,2,0,2
8997,1044453,38,33,4978278,72342,0,3,1,2
8998,893233,30,28,5013090,15658,0,4,0,2
8999,37244,33,41,5012227,42629,1,5,1,2
9000,772665,4,26,5020406,81068,2,6,0,0
9001,183437,25,17,5062308,42224,0,4,1,2
9002,486001,20,24,5030735,71358,1,9,0,2
9003,292533,9,14,4938093,32142,2,0,1,1
9004,1003113,40,10,5011366,46178,0,5,0,2
9005,1371501,30,30,4997679,43956,0,9,1,2
9006,482850,45,48,4977575,60863,1,6,0,2
9007,1097420,18,44,5014218,18821,0,1,1,1
9008,1313153,7,0,5114033,59802,1,3,0,1
9009,88803,36,28,5003634,32078,1,0,1,2
9010,1080079,8,38,5006743,20795,2,6,0,2
9011,859127,42,49,4987397,65090,1,0,1,1
9012,1077401,49,32,4983176,23202,0,8,0,2
9013,173164,47,45,5062113,34753,2,5,1,2
9014,656019,16,42,4962179,84744,2,6,0,0
9015,751424,9,2,5012566,33830,0,9,1,2
9016,557327,31,16,5015119,51898,2,0,0,1
9017,909515,44,30,5041350,73614,2,7,1,1
9018,1102083,38,40,5053995,49642,0,3,0,2
9019,796091,0,10,5011078,25282,2,1,1,1
9020,1371602,27,33,4958210,2227,0,2,0,2
9021,1111577,48,34,5019348,28275,1,1,1,2
9022,1139121,35,16,5028700,39639,2,6,0,2
9023,639426,25,9,5005362,39072,2,0,1,1
9024,179125,29,40,5026944,22689,0,0,0,2
9025,44162,3,39,5026742,28212,2,1,1,1
9026,642769,24,23,5033210,35913,2,1,0,1
9027,1260067,5,19,4992541,30976,1,8,1,1
9028,172954,33,40,5004058,65115,2,4,0,1
9029,1118187,15,33,4942810,29541,0,8,1,2
9030,358799,14,1,5043395,55007,1,8,0,2
9031,1264865,22,5,4928825,63739,2,9,1,1
9032,530357,10,27,5082869,78917,0,6,0,2
9033,1334965,30,15,5047214,42240,1,1,1,1
9034,929251,48,30,4978963,2801,1,9,0,2
9035,568333,19,46,4997874,47992,0,8,1,2
9036,420992,19,29,5126350,1014,2,0,0,2
9037,1321494,49,19,5051015,50369,2,1,1,1
9038,266143,36,26,5013795,63495,1,9,0,2
9039,775116,12,36,4990993,56212,0,1,1,1
9040,1405227,10,21,4982558,43919,0,2,0,2
9041,1001395,16,11,4971502,8282,2,9,1,2
9042,1076824,49,4,4977215,43643,2,9,0,2
9043,254222,14,41,4938715,7539,0,1,1,1
9044,304160,17,26,4971230,28300,0,9,0,2
9045,46535,17,9,4901794,2003,1,3,1,2
9046,709187,7,29,4917594,9639,1,0,0,1
9047,207770,41,30,4975102,71957,2,0,1,0
9048,377202,34,26,5025577,37239,0,6,0,2
9049,1404499,14,1,4996148,15574,2,1,1,1
9050,840837,34,20,4979215,54263,0,1,0,2
9051,164382,34,23,4931872,41508,2,7,1,2
9052,801064,20,33,4917019,77925,1,4,0,1
9053,352766,46,21,5012079,13262,0,4,1,2
9054,706256,42,14,4887666,10795,2,3,0,2
9055,181571,49,2,5045972,334,2,8,1,2
9056,924383,47,14,5069848,714,2,0,0,2
9057,1201656,10,43,4999009,39505,0,1,1,1
9058,1003637,39,17,4916290,80894,0,7,0,2
9059,1270553,12,10,4991317,18080,2,0,1,1
9060,1297449,21,24,5076562,2695,0,6,0,2
9061,968269,7,2,5040571,82698,2,2,1,0
9062,688654,47,26,5028085,49668,0,8,0,2
9063,1443987,28,7,4884419,47500,1,0,1,1
9064,728450,32,22,4966366,82371,1,2,0,1
9065,6765,32,45,4999101,48961,1,5,1,2
9066,301646,22,32,5114386,28840,1,1,0,2
9067,1076979,29,34,4971951,42784,2,3,1,1
9068,811410,5,37,4909258,8052,0,0,0,1
9069,677465,33,37,5037733,49679,1,4,1,2
9070,673998,10,16,4985199,10231,0,8,0,2
9071,1467882,49,39,5063500,45605,0,1,1,2
9072,599720,0,0,5000127,40533,0,1,0,1
9073,920810,29,28,5080489,70605,1,5,1,1
9074,1273638,0,44,4976746,71724,1,2,0,1
9075,482203,46,45,4985513,18417,1,5,1,2
9076,230515,16,11,4946958,81723,2,6,0,1
9077,1483032,12,11,4989072,23375,2,0,1,1
9078,278909,3,49,4994343,63996,0,5,0,2
9079,1481022,37,7,5058355,44660,2,2,1,1
9080,850029,29,49,5003788,56487,1,1,0,1
9081,47312,20,10,4940959,78304,0,5,1,2
9082,290524,39,17,5060506,27221,0,0,0,2
9083,322411,37,10,5136212,22537,2,4,1,2
9084,813758,45,38,4948590,50158,0,9,0,2
9085,33304,2,44,4957700,12127,1,7,1,2
9086,222512,5,36,5014407,21571,0,5,0,2
9087,1067971,25,22,5004319,24973,2,2,1,1
9088,1444605,20,41,5060011,13563,1,5,0,2
9089,518955,17,39,4962910,54910,2,6,1,1
9090,1169895,4,35,4988781,10451,0,9,0,2
9091,224331,9,29,5029756,16948,2,3,1,1
9092,1028200,17,25,5043372,27883,1,8,0,2
9093,1080655,18,34,5020180,30522,2,8,1,1
9094,630871,13,19,4985288,46318,0,7,0,2
9095,197948,43,16,5022221,82351,2,3,1,0
9096,396842,33,29,4924280,48400,1,7,0,2
9097,461119,25,24,5049213,56643,1,4,1,1
9098,564218,6,1,5059218,75548,1,8,0,1
9099,61014,0,25,4966513,23243,0,3,1,1
9100,511820,3,45,4964426,13520,1,9,0,2
9101,958895,15,11,4902069,5424,1,1,1,1
9102,149635,14,6,4949504,16090,0,4,0,2
9103,138931,1,34,4925537,60818,2,6,1,0
9104,1362011,20,30,5015991,36162,0,6,0,2
9105,588339,36,34,4984761,52594,0,1,1,2
9106,314807,1,48,5044930,51964,0,4,0,2
9107,489970,42,29,4986823,76499,2,1,1,0
9108,998094,22,47,5126165,1686,2,7,0,2
9109,569331,45,45,5006574,64028,2,5,1,1
9110,647555,11,41,5119152,84817,0,6,0,2
9111,1077635,37,27,4955995,24506,1,4,1,2
9112,597318,4,28,5001889,2317,0,7,0,2
9113,166040,44,38,5050923,2356,1,9,1,2
9114,564924,15,24,4952491,3789,2,8,0,2
9115,1229035,10,48,5061919,25336,1,8,1,2
9116,410049,32,12,4980960,12320,2,6,0,2
9117,1096015,33,25,4955729,9010,2,7,1,2
9118,752201,40,21,5040511,33890,2,8,0,2
9119,1172459,44,23,4994812,77246,1,0,1,1
9120,412004,10,38,4995400,34277,2,5,0,1
9121,322362,47,31,4991117,68995,1,4,1,2
9122,1157107,8,39,4947040,80125,1,6,0,1
9123,653842,45,48,5004672,78585,0,3,1,2
9124,302609,28,49,5049283,4868,0,3,0,2
9125,56058,28,35,5039024,72407,1,4,1,1
9126,1292864,40,12,4994392,60598,2,3,0,1
9127,132254,24,45,4977713,69909,0,7,1,2
9128,1203753,29,16,5033308,32956,2,6,0,2
9129,433389,35,15,5012871,30188,1,2,1,2
9130,1220009,45,46,5043536,36876,2,9,0,2
9131,486615,0,1,5005535,81808,2,5,1,0
9132,875971,44,33,4960346,34770,2,5,0,2
9133,430694,16,0,5013889,42827,2,6,1,1
9134,1322767,23,12,4993951,80798,0,3,0,2
9135,334860,24,6,4948685,7955,1,8,1,2
9136,1289870,33,14,5016274,74294,2,2,0,0
9137,767473,45,15,4902226,41706,2,5,1,1
9138,1327639,38,4,5088018,53186,0,6,0,2
9139,1257967,18,1,4944842,78549,1,1,1,0
9140,1441820,34,36,5066506,43992,1,9,0,2
9141,751287,14,33,4976023,23005,2,5,1,1
9142,131662,4,30,5062831,10426,2,7,0,2
9143,818416,10,5,5015746,7991,2,9,1,2
9144,835865,12,2,5072427,42492,0,2,0,2
9145,697976,17,28,5019086,5915,1,2,1,2
9146,498837,40,45,4999595,41107,2,5,0,2
9147,131695,22,47,4997927,55912,0,4,1,2
9148,387168,30,13,5045841,61071,0,9,0,2
9149,737515,13,5,5069747,61702,1,5,1,1
9150,885013,48,15,5114174,49014,2,7,0,2
9151,715568,26,20,4959879,23831,0,6,1,2
9152,222964,20,14,4983384,20969,2,0,0,1
9153,1174798,24,18,4961056,69088,1,4,1,1
9154,1110253,46,29,4939353,36477,0,0,0,2
9155,1044682,35,4,5129917,24045,1,8,1,2
9156,297810,15,5,4977366,8150,1,6,0,2
9157,1236934,0,31,4878186,57807,0,6,1,2
9158,756324,25,4,5025242,49215,2,2,0,1
9159,380678,43,7,5015720,8783,1,2,1,2
9160,45990,6,25,5028475,56351,0,1,0,2
9161,951825,27,33,5086437,38387,2,1,1,1
9162,610893,38,47,4927181,2771,0,3,0,2
9163,370571,0,15,4986751,80232,2,2,1,0
9164,780512,28,12,4918267,33874,1,4,0,2
9165,43076,19,37,5036166,38825,0,4,1,2
9166,310541,48,2,4984752,64313,2,3,0,1
9167,149738,40,6,5031188,19695,0,2,1,2
9168,632028,49,33,4950090,54206,2,7,0,2
9169,132279,37,5,5044419,2147,2,4,1,2
9170,893344,21,38,4983763,39273,0,4,0,2
9171,1225992,43,1,4878784,50089,0,5,1,2
9172,1310846,48,1,4974297,48479,1,2,0,2
9173,809886,18,13,4974523,2586,2,7,1,2
9174,1378602,43,7,4983896,38848,1,5,0,2
9175,679894,41,29,5032474,36163,0,1,1,2
9176,211527,38,6,5009401,54294,2,0,0,1
9177,97968,6,27,5019377,33095,2,3,1,1
9178,197500,26,28,4996931,26288,1,3,0,2
9179,49930,48,29,5042917,5157,2,7,1,2
9180,972689,23,9,5044960,22336,2,8,0,2
9181,1464626,20,6,4978812,61812,1,0,1,1
9182,830867,36,16,5013386,85979,1,5,0,2
9183,1150146,28,12,5023258,86004,0,2,1,2
9184,450789,30,39,5054986,40189,0,0,0,2
9185,1319443,4,42,4947053,79694,0,6,1,2
9186,1290744,3,43,5054873,34981,0,7,0,2
9187,140704,25,44,4975661,51884,1,7,1,2
9188,496783,48,49,5051120,52444,1,5,0,2
9189,1298735,32,23,4984402,7831,1,7,1,2
9190,488271,5,47,5036161,31928,2,4,0,1
9191,911639,9,27,4989001,28275,0,4,1,2
9192,91525,30,27,5077777,17348,2,1,0,2
9193,427199,6,26,4945570,13132,0,9,1,2
9194,6797,37,42,5021444,27535,1,1,0,2
9195,1236829,44,16,4999329,13021,1,9,1,2
9196,1341542,30,41,5034274,82527,1,8,0,2
9197,243651,2,30,5002750,6219,0,6,1,2
9198,456816,26,5,4983070,69600,2,4,0,1
9199,1005735,24,8,4976155,32037,0,5,1,2
9200,750873,44,20,4988853,32712,2,8,0,2
9201,1293643,15,29,4982444,5632,2,7,1,2
9202,1405738,43,46,5036444,70477,0,4,0,2
9203,707657,22,10,5043090,76466,2,0,1,0
9204,332043,35,1,4998054,4643,1,2,0,2
9205,342724,45,17,5078657,52991,1,1,1,2
9206,923953,24,40,4963348,85520,2,1,0,0
9207,1461361,8,24,5073334,81576,0,8,1,2
9208,1400238,18,27,4927238,62647,1,6,0,1
9209,992214,39,45,5114241,55953,0,6,1,2
9210,635287,17,32,4972463,88551,0,5,0,2
9211,237352,14,48,4968274,21505,0,2,1,2
9212,5430,9,3,4932061,37564,2,1,0,1
9213,38705,26,16,5044664,37530,1,1,1,1
9214,1144559,29,38,5100696,41607,1,3,0,2
9215,801169,45,37,5011947,64192,1,3,1,1
9216,884280,46,18,4918895,662,0,5,0,2
9217,178928,43,46,4965517,46737,1,7,1,2
9218,1476145,42,18,4977139,86903,1,1,0,1
9219,774171,33,39,5019150,57291,1,2,1,1
9220,270745,3,32,4955508,86728,0,9,0,2
9221,1292408,11,28,4931967,17440,2,7,1,1
9222,21587,37,21,5014807,82362,0,2,0,2
9223,764785,48,13,4816901,56428,1,3,1,2
9224,444977,46,34,4947648,54348,0,6,0,2
9225,1208872,27,45,4952583,58427,2,4,1,1
9226,288581,17,7,4946244,3137,0,6,0,2
9227,288726,31,21,4931550,55551,2,6,1,1
9228,1068634,31,14,5000832,25396,0,5,0,2
9229,1360441,33,29,5089670,69965,2,6,1,1
9230,469384,19,21,4943892,22317,0,3,0,2
9231,1053982,1,36,4973373,75497,1,9,1,1
9232,981658,20,37,5015763,13014,2,2,0,2
9233,193656,21,23,5016828,48178,2,0,1,0
9234,323749,39,43,4986241,36414,0,5,0,2
9235,1181173,41,21,5001403,85088,0,6,1,2
9236,802513,36,20,5087588,42132,1,1,0,2
9237,303323,20,41,4980308,23473,2,0,1,1
9238,368733,3,29,5063703,32928,2,4,0,1
9239,770754,6,24,4979680,22591,2,7,1,1
9240,778385,14,12,5081817,55164,0,7,0,2
9241,1320947,34,5,5072504,88376,0,3,1,2
9242,354833,12,42,5085433,37604,2,2,0,1
9243,1312203,38,25,4943931,81089,1,8,1,2
9244,947782,11,5,5017715,30492,2,5,0,1
9245,350867,5,3,4945838,22956,2,9,1,2
9246,304989,21,33,4973716,21692,1,2,0,2
9247,52157,9,1,5072901,9487,0,0,1,1
9248,869160,5,42,5046678,17936,1,4,0,2
9249,867008,4,33,4971774,97,0,8,1,2
9250,1051525,21,19,5016570,46619,0,3,0,2
9251,1441905,40,33,5019468,12239,1,6,1,2
9252,51382,35,34,4979810,1645,1,6,0,2
9253,1207605,25,26,5037441,17004,2,0,1,1
9254,101076,31,20,5030115,66722,1,9,0,2
9255,1218262,28,32,5053120,14295,0,9,1,2
9256,726507,21,25,4977459,51995,1,6,0,2
9257,66216,27,27,5122822,89426,0,1,1,2
9258,1273890,34,13,5006521,2307,2,8,0,2
9259,1233496,9,19,4986493,76703,1,6,1,1
9260,393466,22,1,5023493,77969,1,6,0,2
9261,1348152,25,25,4973657,70534,0,2,1,2
9262,1448456,31,27,5041445,21494,0,1,0,2
9263,1271054,44,26,4942484,27587,1,1,1,2
9264,890733,46,0,5006353,84178,2,2,0,1
9265,379318,5,33,5033066,85002,2,0,1,0
9266,1165627,4,29,4970524,82674,0,2,0,2
9267,1442549,0,17,4995795,59822,1,8,1,1
9268,1256273,27,2,4921702,18942,1,1,0,2
9269,705678,47,0,5012203,37615,2,1,1,1
9270,549410,4,39,5001057,52420,2,6,0,1
9271,18473,29,11,4987284,32653,0,5,1,2
9272,1460541,42,24,4938839,26408,0,2,0,2
9273,435921,26,11,4996975,41440,0,0,1,2
9274,1050876,25,49,5079960,51985,2,4,0,1
9275,1156249,23,23,5071959,5165,2,9,1,2
9276,1217410,0,2,5078930,52385,2,2,0,0
9277,536947,47,20,4905289,33691,0,0,1,2
9278,1363577,0,39,5070769,18481,2,6,0,1
9279,102283,27,9,5012531,49474,2,0,1,1
9280,674159,43,43,5097618,13466,0,1,0,2
9281,678936,9,19,5034087,71172,0,4,1,2
9282,1276464,11,33,4948791,13853,1,4,0,2
9283,1396325,6,26,4954951,86186,0,8,1,2
9284,1293303,22,23,4970301,43626,1,0,0,1
9285,1255274,32,2,5025880,44459,1,9,1,2
9286,1375596,46,33,4925142,38549,2,2,0,1
9287,1248785,25,25,4982567,2761,0,0,1,1
9288,1407743,4,12,5086580,28689,0,2,0,2
9289,205674,18,2,4928099,36807,2,3,1,1
9290,1418706,22,6,4952880,65310,1,3,0,1
9291,48687,31,9,5016655,25084,0,5,1,2
9292,880160,39,23,5030082,61404,1,6,0,2
9293,849647,30,6,4927186,13800,0,0,1,2
9294,1372841,10,39,5042103,11037,1,0,0,1
9295,865163,23,16,5059737,38158,2,7,1,1
9296,100220,19,18,5010336,518,2,2,0,2
9297,52809,36,15,4941698,36463,0,8,1,2
9298,604906,14,7,5071159,85300,2,3,0,0
9299,1396367,9,18,5024137,15489,2,9,1,2
9300,16403,36,34,5096867,37577,2,8,0,2
9301,912856,33,31,4931297,29244,2,2,1,1
9302,390429,14,25,4915970,55229,1,5,0,2
9303,164462,20,44,4960566,58232,0,5,1,2
9304,1092075,47,40,5027497,54495,2,0,0,1
9305,846659,43,11,4965133,32057,0,8,1,2
9306,768347,23,36,5057058,12316,2,5,0,2
9307,307038,47,39,4989146,52847,0,3,1,2
9308,297788,15,8,4948166,16561,0,7,0,2
9309,481747,15,32,5108206,4833,1,4,1,2
9310,634495,29,34,5013686,55250,2,6,0,1
9311,1322410,37,5,5012347,65105,2,1,1,0
9312,788789,0,32,4952035,58346,2,3,0,0
9313,491704,12,7,4892382,42412,0,0,1,1
9314,1450332,23,0,5060822,78342,1,9,0,2
9315,252735,11,14,5006323,31840,0,2,1,2
9316,1398835,41,15,5067911,9480,2,6,0,2
9317,1071404,26,15,4972487,77478,0,3,1,2
9318,179595,2,7,4966667,28828,2,2,0,1
9319,984594,4,32,5034042,13802,1,1,1,1
9320,24913,12,17,5040022,69380,1,1,0,1
9321,596081,43,43,4989647,2717,2,4,1,2
